key,title,doi,status,matched_file,abstract_preview
4XQCEZ6P,Fast Cell Library Characterization for Design Technology Co-Optimization Based on Graph Neural Networks,10.1109/ASP-DAC58780.2024.10473933,updated,ASP2024_Fast_Cell_Library_Characterization_for.md,"Design technology co-optimization (DTCO) plays a critical role in achieving optimal power, performan..."
FDF4PKNK,Few-shot Learning on AMS Circuits and Its Application to Parasitic Capacitance Prediction,10.1109/DAC63849.2025.11132936,updated,ACM2025_Few_shot_Learning_on_AMS_Circuits.md,"Graph representation learning is a powerful method to extract features from graph-structured data, s..."
ZHPN6886,Netlistify: Transforming Circuit Schematics into Netlists with Deep Learning,10.1109/MLCAD65511.2025.11189145,updated,ACM2025_Netlistify_Transforming_Circuit_Schematics_into.md,"Analog and mixed-signal (AMS) circuits are commonly represented as schematic images in textbooks, re..."
FKH8NTXZ,Hybrid Utilization of Subgraph Isomorphism and Relational Graph Convolutional Networks for Analog Functional Grouping Annotation,10.1109/MLCAD58807.2023.10299869,updated,ACM2023_Hybrid_Utilization_of_Subgraph_Isomorphism.md,A hybrid method is proposed that combines the subgraph isomorphism algorithm VF2 and a relational gr...
EMS4JASR,Machine Learning-based Fast Circuit Simulation for Analog Circuit Array,10.1109/MLCAD58807.2023.10299876,updated,ACM2023_Machine_Learning_based_Fast_Circuit_Simulation.md,Fast circuit simulation offers quick verification and exploration of a wide design space for analog ...
A6Q3EH6X,Prediction of Active Implantable Medical Device Electromagnetic Models Using a Neural Network,10.1109/APS/URSI47566.2021.9704511,not_found,,
HE6TWPR3,Compact Models for Initial MOSFET Sizing Based on Higher-order Artificial Neural Networks,10.1145/3380446.3430632,updated,ACM2020_Compact_Models_for_Initial_MOSFET.md,Simple MOSFET models intended for hand analysis are inaccurate in deep sub-micrometer process techno...
G6XCPP7B,Artificial Neural Network Modeling of Interdigital Capacitor Sensor for Oxygen Detection,10.1109/ICEST49890.2020.9232862,not_found,,
E9KSS6M6,An Efficient Neural Network Macro-model for Electromagnetic Radiation Spurious Emission from Voltage-Variable Capacitors,10.1109/EMCEUROPE48519.2020.9245803,not_found,,
P5ETR3IW,Automated E-circuit Designing and Characterization using Prominent Neural Network,10.1109/SCEECS48394.2020.85,not_found,,
JQV7KWIG,"Machine Learning Technologies for RF/Microwave CAD: Past, Present and Future Perspectives",10.23919/EuMC54642.2022.9991872,updated,20222022_Machine_Learning_Technologies_for_RFMicrowave.md,Machine learning for microwave computer-aided design (CAD) started in the 1990s in the form of Artif...
5KDJBI6C,Team Progress Algorithm and its Applications,10.1109/ICMMT.2018.8563729,updated,ICMMT2018_Team_Progress_Algorithm_and_its.md,"Many popular engineering problems, regarded as optimization problems, can be successfully solved wit..."
X8D7WTZQ,Multibeam Tracking for Future Multi-User Communications Employing Generalized Joined Coupler Matrix,10.1109/ICSPCS63175.2024.10815770,updated,ICSPCS2024_Multibeam_Tracking_for_Future_Multi_User.md,Effective multiuser communications require multibeam antennas whose beams can be tracked in real tim...
HNSWS53B,Automated Design Optimization for CMOS Rectifier Using Deep Neural Network (DNN),10.1109/WPTC45513.2019.9055537,updated,IEEE2019_Automated_Design_Optimization_for_CMOS.md,A previously designed CMOS rectifier is optimized with the help of Deep Neural Network (DNN) to iden...
H4AUE8VS,Multi-Discriminator Distributed Generative Model for Multi-Layer RF Metasurface Discovery,10.1109/GlobalSIP45357.2019.8969135,updated,IEEE2019_Multi_Discriminator_Distributed_Generative_Model.md,Metasurface-based antenna beam control is defining a new engineering paradigm in radio-frequency app...
D35U9ESU,Millimeter-Wave Spoof Surface Plasmon Polariton Based Antenna Using Machine-Learning-Assisted Optimization Method,10.1109/IMWS-AMP53428.2021.9643941,updated,IEEE2021_Millimeter_Wave_Spoof_Surface_Plasmon_Polariton.md,Multiple antenna technologies in the millimeter-wave band usually suffer from loss and complexity is...
AHC7W3KT,Deep Learning based Modeling and Inverse Design for Arbitrary Planar Antenna Structures at RF and Millimeter-Wave,10.1109/AP-S/USNC-URSI47032.2022.9887077,updated,IEEE2022_Deep_Learning_based_Modeling_and.md,"In this paper, we introduce inverse design of nearly arbitrary planar antenna structures with a deep..."
EGZBQGE2,IWOA-RBF Neural Network Ultra-Wideband Antenna Modeling Method,10.1109/IMWS-AMP54652.2022.10107024,updated,IEEE2022_IWOA_RBF_Neural_Network_Ultra_Wideband_Antenna.md,To solve the time-consuming problem of nonlinear data processing and modeling in the antenna structu...
F2P9QSTT,A Pole-Residues Tracking Technique for Parametric Modeling of Metasurfaces Design,10.1109/IMWS-AMP54652.2022.10107149,updated,IEEE2022_Pole_Residues_Tracking_Technique_for_Parametric.md,A pole-residues tracking technique for parametric modeling of metasurfaces is proposed in this paper...
CMSSUZTS,AI/ML: A powerful tool for future microwave engineering problems,10.1109/MAPCON58678.2023.10463890,updated,IEEE2023_AIML_A_powerful_tool_for.md,The potential futuristic role of Artificial Intelligence/Machine Learning (AI/ML) in microwave and a...
AETP24TQ,Machine-Learning-Assisted Antenna Optimization With Data Augmentation,10.1109/LAWP.2023.3269811,updated,IEEE2023_Machine_Learning_Assisted_Antenna_Optimization.md,"In this letter, a machine-learning-assisted antenna optimization method is proposed based on the ran..."
U67MCAQ8,Deep Learning Design Framework: High-Precision Front-End RFEH for Food Monitoring Applications,10.1109/TAP.2024.3368212,updated,IEEE2024_Deep_Learning_Design_Framework_High_Precision.md,This article introduces an innovative deep learning design framework for front-end radio frequency e...
QVRJ6FZT,AI-Assisted Automatic Design Methods for Antennas and RF Circuits Based on Deep Learning,10.1109/iWRFAT61200.2024.10594280,updated,IEEE2024_AI_Assisted_Automatic_Design_Methods_for.md,Radio-frequency (RF) antennas and circuits are essential components to applications such as wireless...
6FD6DRD2,A Dual-Band Millimeter Wave Cylindrical Dielectric Resonator Antenna Using Machine Learning Approach,10.1109/IATMSI60426.2024.10503490,updated,IEEE2024_Dual_Band_Millimeter_Wave_Cylindrical_Dielectric.md,This paper comes up with a dual-band cylindrical dielectric resonator antenna that works in both Ku-...
42A3QHTG,Intelligent Modeling of Circular Microstrip Antenna for RF Energy Harvesting Applications,10.1109/WAMS59642.2024.10528072,updated,IEEE2024_Intelligent_Modeling_of_Circular_Microstrip.md,This paper introduces the application of Artificial Neural Network (ANN) modeling to a circular micr...
PQ9I4DTI,Machine-Learning Assisted Digital Predistortion Using Feedback via Dual-Polarized Antenna Arrays,10.1109/IMS40175.2024.10600373,updated,IEEE2024_Machine_Learning_Assisted_Digital_Predistortion.md,This paper proposes a digital predistortion (DPD) method that is enhanced by machine learning. Inste...
QTSNBMPJ,Ultra-Fast and Efficient Design Method Using Deep Learning for Capacitive Coupling WPT System,10.1109/TPEL.2023.3319505,updated,IEEE2024_Ultra_Fast_and_Efficient_Design_Method.md,Capacitive coupling wireless power transfer (CCWPT) is one of the pervasive methods to transfer powe...
JRI7GTKC,Analysis of Graphene-Silicon Based Two-Port THz Patch Antenna using Machine Learning Algorithms,10.1109/CSNT64827.2025.10967897,updated,IEEE2025_Analysis_of_Graphene_Silicon_Based_Two_Port.md,The enhancement of MIMO antenna performance assumes a pivotal role in addressing the escalating dema...
BQGVH2A2,Design and Simulation of Phased Array Antenna Beamforming Unit (ABFU) for 28GHz Radar Applications,10.1109/SPACE65882.2025.11171296,updated,IEEE2025_Design_and_Simulation_of_Phased.md,This paper presents the design and implementation of phased array antenna beamforming units for rada...
5R7VWB3B,Efficient Explainable Boosting Machine for RF Active Metasurface Array Synthesis,10.1109/RWS62086.2025.10904997,updated,IEEE2025_Efficient_Explainable_Boosting_Machine_for.md,"Recently, machine learning (ML) models have been incorporated into metasurface design to reduce the ..."
8X49DQI9,"A Fully Automated, Intelligent Closed-Loop Framework for Antenna Design Using a Hybrid ANN- GA Model Integrated with CST Studio",10.1109/RFM67034.2025.11284345,updated,IEEE2025_Fully_Automated_Intelligent_Closed_Loop_Framework.md,The conventional paradigm for designing microstrip patch antennas is constrained by time-intensive m...
D649Z694,Two-Stage Digital Predistortion With Neural-Network-Assisted Virtual Beamforming for Interchannel Effects in MIMO Systems,10.1109/LMWT.2025.3526625,updated,IEEE2025_Two_Stage_Digital_Predistortion_With.md,Existing method to linearize PAs in multiple-input multiple-output (MIMO) systems either rely on dep...
T4ZQG7TX,Multimodal Deep Feature Fusion Network-Assisted Optimization of Microstrip Antenna Geometry Design,10.1109/TAP.2025.3630869,updated,IEEE2026_Multimodal_Deep_Feature_Fusion_Network_Assisted.md,This article presents a novel microstrip antenna geometry optimization method leveraging a multimoda...
ARZH7V2G,Fast Electrical Balance Duplexer Tuning Using Neural Networks for RF Self-Interference Cancellation in In-Band Full-Duplex Systems,10.1109/ACCESS.2024.3480811,updated,IEEENone_Fast_Electrical_Balance_Duplexer_Tuning.md,"In in-band full-duplex systems, the self-interference of radio frequency poses a significant challen..."
DHV8N8MJ,Modeling Optimization of UWB-MIMO Antenna Based on Novel Residual Network,10.1109/ISCEIC59030.2023.10271173,updated,ISCEIC2023_Modeling_Optimization_of_UWB_MIMO_Antenna.md,"To solve the problem of slow multi-parameter optimization in radio frequency (RF) device modeling, t..."
ZEB3P26P,Toward Battery-Free Implants: A High-Efficiency Rectenna Design with SAR-Aware Optimization,10.1109/QPAIN66474.2025.11172145,updated,QPAIN2025_Toward_Battery_Free_Implants_A_High_Efficiency.md,"The integration of radio frequency (
RF
) -based wireless power transfer (WPT) systems into implanta..."
P7KTX58C,Combination of Pareto Optimal Front with Deep Neural Networks in Optimizing and Enhancing Performance of RF Designs,10.1109/SIU59756.2023.10223987,updated,SIU2023_Combination_of_Pareto_Optimal_Front.md,This paper focuses on the implementation of Pareto optimal front (POF) with deep neural networks (DN...
JAWPPMIJ,ANN Based RF Energy Harvesting Antenna Design,10.1109/SIU61531.2024.10601049,updated,SIU2024_ANN_Based_RF_Energy_Harvesting.md,"In this study, a rectangular microstrip patch antenna design using an artificial neural network (ANN..."
5ETTGZBS,Performance of GSO algorithm with ANN by using Matlab for RF MEMS Reconfigurable Antenna,10.1109/I-SMAC.2018.8653746,updated,SMAC2018_Performance_of_GSO_algorithm_with.md,This paper presenting the study and use of Gravitational Search Optimization (GSO) algorithm with Ma...
6UJWUS98,Adaptive Decoupling Using Tunable Metamaterials,10.1109/TMTT.2016.2590385,updated,TMTT2016_Adaptive_Decoupling_Using_Tunable_Metamaterials.md,A novel method of decoupling two closely placed antennas is proposed based on tunable metamaterials....
AMDFSTWB,Optimization of the Far-Field Pattern of an X-Band Electronically Controlled Reflectarray Antenna Assisted by Machine Learning,10.1109/EMTS57498.2023.10925225,updated,URSI2023_Optimization_of_the_Far_Field_Pattern.md,"In this paper, we use neural network (NN) machine learning (ML) to optimize the far field (FF) radia..."
MJRB32ZW,Analog synthesis 3.0: AI/ML to synthesize and test analog ICs: hope or hype ?,10.1109/MLCAD58807.2023.10299830,updated,ACM2023_Analog_synthesis_30_AIML_to.md,Analog/mixed-signal integrated circuits remain indispensable in electronics applications that interf...
TNT4THSP,cVTS: A Constrained Voronoi Tree Search Method for High Dimensional Analog Circuit Synthesis,10.1109/DAC56929.2023.10247994,updated,ACM2023_cVTS_A_Constrained_Voronoi_Tree.md,A constrained Voronoi tree-based domain decomposition method for high-dimensional Bayesian optimizat...
CXE2W7ZI,AnalogGym: An Open and Practical Testing Suite for Analog Circuit Synthesis,10.1145/3676536.3697117,updated,ACM2024_AnalogGym_An_Open_and_Practical.md,Recent advances in machine learning (ML) for automating analog circuit synthesis have been significa...
A8WUFKZV,Late Breaking Results: Automated Topology Generation for Power Amplifier Designs through BiLSTM-based DNN and Multi-objective Optimizations,10.1109/DAC63849.2025.11133206,updated,ACM2025_Late_Breaking_Results_Automated_Topology.md,"This work presents an automated, intelligent methodology for optimizing power amplifier (PA) design ..."
KTZ2N4CV,Analog/Mixed-Signal Circuit Synthesis Enabled by the Advancements of Circuit Architectures and Machine Learning Algorithms,10.1109/ASP-DAC52403.2022.9712577,updated,ASP2022_AnalogMixed_Signal_Circuit_Synthesis_Enabled_by.md,Analog mixed-signal (AMS) circuit architecture has evolved towards more digital friendly due to tech...
6VESG539,An Efficient Kriging-based Constrained Multi-objective Evolutionary Algorithm for Analog Circuit Synthesis via Self-adaptive Incremental Learning,10.1109/ASP-DAC52403.2022.9712601,updated,ASP2022_Efficient_Kriging_based_Constrained.md,"In this paper, we propose an efficient Kriging-based constrained multi-objective evolutionary algori..."
DB39I6JT,Auto-sizing of Multi-stage Complementary Metal Oxide Semiconductor Operational Amplifiers by Deep Q-Network and Particle Swarm Optimization,10.1109/ATEEE54283.2021.00012,updated,ATEEE2021_Auto_sizing_of_Multi_stage_Complementary_Metal.md,This paper presents a study on the application of a deep Q-network combined with particle swarm opti...
JMJ793D4,A 0.5-3 GHz Broadband High-Efficiency Power Amplifier Based on an Automated Design Method,10.1109/ICMMT65948.2025.11187479,updated,ICMMT2025_05_3_GHz_Broadband_High_Efficiency_Power.md,This paper proposes an automated power amplifier (PA) design method based on deep learning (DL). The...
